Commercial,CuratedEmails,48,4,2340,180,0.900555555555556
MSIT,CuratedEmails,0,4,1810,91,2.7075
MSIT,CuratedEmails,512,4,1820,91,2.7075
MSIT,CuratedEmails,512,4,1830,91,2.7075
MSIT,CuratedEmails,512,4,1840,91,2.7075
MSIT,CuratedEmails,512,4,1850,91,2.7075
MSIT,CuratedEmails,512,4,1900,91,2.7075
MSIT,CuratedEmails,496,4,1910,91,2.7075
MSIT,CuratedEmails,480,4,1920,91,2.7075
MSIT,CuratedEmails,400,4,1930,91,2.7075
MSIT,CuratedEmails,400,4,1940,91,2.7075
MSIT,CuratedEmails,400,4,1950,91,2.7075
MSIT,CuratedEmails,304,4,2000,91,2.7075
MSIT,CuratedEmails,272,4,2010,91,2.7075
MSIT,CuratedEmails,224,4,2020,91,2.7075
MSIT,CuratedEmails,80,4,2030,91,2.7075
MSIT,CuratedEmails,32,4,2040,91,2.7075
MSIT,CuratedEmails,0,4,2050,91,2.7075
Commercial,CuratedEmails,0,4,1740,31,0.288055555555556
Commercial,CuratedEmails,0,4,1750,31,0.288055555555556
MSIT,CuratedCalendar,128,6,2140,31,0.372777777777778
MSIT,CuratedCalendar,0,6,2150,31,0.372777777777778
Commercial,CuratedDocuments,0,3,1440,29,0.471666666666667
Commercial,CuratedDocuments,304,3,1450,29,0.471666666666667
Commercial,CuratedDocuments,0,3,1500,29,0.471666666666667
MSIT,CuratedCalendar,0,2,110,180,0.286666666666667
MSIT,CuratedCalendar,0,2,120,180,0.286666666666667
MSIT,SIGSOIVIC,750,1,530,90,4.16083333333333
MSIT,SIGSOIVIC,725,1,540,90,4.16083333333333
Consumer,CuratedEmailReplyPair,448,2,420,90,0.593333333333333
Consumer,CuratedEmailReplyPair,0,2,430,90,0.593333333333333
Consumer,CuratedEmailReplyPair,0,2,440,90,0.593333333333333
Commercial,SIGSSmartReply,0,4,50,7,0.468888888888889
MSIT,SIGSOIVIC,0,4,2250,7,0.376111111111111
MSIT,SIGSOIVIC,0,4,2300,7,0.376111111111111
MSIT,CuratedPeople,0,2,2140,0,0.225833333333333
MSIT,CuratedPeople,0,2,2150,0,0.225833333333333
Commercial,CuratedEmails,496,4,810,180,0.653333333333333
Commercial,CuratedEmails,416,4,820,180,0.653333333333333
Commercial,CuratedCalendar,112,1,1320,92,0.388611111111111
Commercial,CuratedCalendar,0,1,1330,92,0.388611111111111
Consumer,SIGSOXO,0,0,1950,7,0.7725
